Site Name,Country/Region,Receiver,Antenna,Radome,Satellite_System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data_Center,IERS DOMES,Clock,Agencies,Last_Data
TOW200AUS,AU,SEPT POLARX5,LEIAR25.R3,NONE,GPS+GLO+GAL+BDS+QZSS,-19.26927222,147.0556917,88.1,-5054583.396,3275504.112,-2091538.466,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,GA,50140M001,INTERNAL,Geoscience Australia,2
TRAK00USA,United States of America,TPS NET-G3A,TPSCR.G3,SCIT,GPS+GLO,33.61793611,-117.8034389,115.5,-2480029.62,-4703110.48,3511298.77,,IGS,Scripps Orbit and Permanent Array Center,40480M001,INTERNAL,Scripps Orbit and Permanent Array Center,2
TRO100NOR,NO,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,69.66271389,18.93963056,138,2102929,721619,5958196,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS,BKG,10302M006,INTERNAL,Norwegian Mapping Authority,2
TSK200JPN,JP,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL+QZSS,36.105575,140.0871167,69.93,-3957184.109,3310231.726,3737703.956,ROBOT,IGS / IGS Multi-GNSS / RTS,CDDIS,21730S010,EXTERNAL H-MASER,Geospatial Information Authority of Japan,2
TSKB00JPN,JP,TRIMBLE ALLOY,AOAD/M_T,DOME,GPS+GLO+QZSS,36.10568056,140.0874972,67.3,-3957199.24,3310199.668,3737711.708,,IGS08 / IGS08 Core / IGS20 / IGS Multi-GNSS / IGS,CDDIS,21730S005,EXTERNAL CESIUM,Geospatial Information Authority of Japan,2
TUBI00TUR,Turkey,TRIMBLE 5700,TRM29659.00,UNAV,GPS,40.78672778,29.450675,221.8,4211318.522,2377865.759,4144664.456,ROBOT,IGS20 / IGS,BKG,20806M001,INTERNAL,TUBITAK Marmara Research Center,11
TUVA00TUV,TV,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-8.525291667,179.1965611,38.4,-6307543.766,88454.3221,-939278.1193,ROBOT,IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,GA,51101M001,INTERNAL,Geoscience Australia,2
TWTF00TWN,TW,SEPT POLARX4TR,ASH701945C_M,SCIS,GPS+GLO+GAL+BDS+QZSS+SBAS,24.9536,121.1645,203.122,-2994425.04,4951312.24,2674498.6,ROBOT,IGS08 / IGS / IGS Multi-GNSS,CDDIS,23603S002,EXTERNAL STEERED H-MASER,Telecommunication Laboratories+ Chunghwa,2
UCAL00CAN,CA,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,51.079975,-114.13385,1118.8,-1641945.2,-3664804.1,4940009.3,ROBOT,IGS Multi-GNSS / IGS / RTS,BKG,49106M001,INTERNAL,DLR German Space Operations Center,2
UCLP00USA,US,TPS NET-G3A,TPSCR.G3,SCIS,GPS+GLO,34.06912222,-118.4419111,111.54,-2519007.233,-4650672.315,3552862.789,ROBOT,IGS,CDDIS,40487M002,INTERNAL,USGS,
UCLU00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,48.9256,-125.5416,10,-2440669.042,-3416437.062,4785136.849,ROBOT,IGS / IGS Multi-GNSS,PGC,40140M001,INTERNAL CLOCK,Geological Survey of Canada,2
UFPR00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-25.44836858,-49.23095478,925.8,3763751.676,-4365113.861,-2724404.579,ROBOT,IGS14 Core / IGS14 / IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,41610M002,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
ULAB00MNG,MN,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,47.86506667,107.0523306,1575.7,-1257408.923,4099404.397,4707992.672,ROBOT,IGS08 / IGS20 / IGS Multi-GNSS / IGS / RTS,CDDIS,24201M001,INTERNAL,GeoForschungsZentrum,2
ULDI00ZAF,ZA,TRIMBLE NETR9,ASH701941.B,SCIS,GPS+GLO,-28.29311667,31.42092222,607.9,4796680.905,2930311.478,-3005435.815,ROBOT,IGS20 / IGS,ftp://igs.ign.fr/,30318M001,INTERNAL,National Geospatial Information,2
UNB300CAN,CA,TRIMBLE ALLOY,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,45.95020833,-66.64170556,22.85,1761288.2,-4078238.6,4561417.8,ROBOT,IGS Multi-GNSS / IGS / RTS,CDDIS,40146M002,INTERNAL,University of New Brunswick,2
UNBD00CAN,CA,SEPT POLARX5S,TRM55971.00,NONE,GPS+GLO+GAL+BDS+SBAS,45.95012333,-66.64149472,23.12,1761305.9,-4078238.57,4561411.35,ROBOT,IGS Multi-GNSS / IGS,BKG,40146M003,INTERNAL,University of New Brunswick+ DLR German Space Operations Center,2
UNBJ00CAN,CA,TPS LEGACY,TRM57971.00,NONE,GPS+GLO,45.95020833,-66.64170556,22.75,1761288.1,-4078238.6,4561417.7,ROBOT,IGS14 / IGS20 / IGS14 Core / IGS,CDDIS,40146M002,INTERNAL,University of New Brunswick,2
UNBN00CAN,CA,NOV OEM6,TRM57971.00,NONE,GPS+GLO+SBAS,45.95020833,-66.64170556,22.85,1761288.2,-4078238.6,4561417.8,ROBOT,IGS,CDDIS,40146M002,INTERNAL,University of New Brunswick,
UNSA00ARG,AR,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+SBAS,-24.72745556,-65.40764444,1257.8,2412830.425,-5271936.73,-2652209.055,ROBOT,IGS08 / IGS14 Core / IGS08 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,41514M001,INTERNAL,GeoForschungsZentrum,2
URAL00RUS,RU,TRIMBLE R9S,CHCC220GR2,CHCD,GPS+GLO+GAL+QZSS+SBAS,56.838275,60.61485833,279.96,1716013.966,3047281.697,5316302.551,ROBOT,IGS / IGS Multi-GNSS,IGN,12380M001,INTERNAL,Federal Budgetary Institute,3
URUM00CHN,CN,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,43.80795,87.60067222,858.9,193030.2318,4606851.332,4393311.562,ROBOT,IGS08 / IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,21612M001,INTERNAL,GeoForschungsZentrum,2
USCL00CHL,CL,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+SBAS,-33.44985278,-70.68134444,570.2,1762489.887,-5027632.74,-3496009.235,ROBOT,RTS / IGS / IGS Multi-GNSS,CDDIS,41768M001,INTERNAL,Universidad de Santiago de Chile,4
USN700USA,US,SEPT POLARX5TR,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS,38.92056611,-77.0662766,58.924,1112162.138,-4842854.667,3985497.066,ROBOT,IGS / IGS Multi-GNSS,JPL,40451S009,EXTERNAL H-MASER,U.S. Naval Observatory+ Jet Propulsion Laboratory,2
USN800USA,US,SEPT POLARX5TR,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS+SBAS,38.92056611,282.9337234,58.924,1112162.138,-4842854.667,3985497.066,ROBOT,IGS / IGS Multi-GNSS,CDDIS,40451S009,EXTERNAL H-MASER,U.S. Naval Observatory,2
USN900USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS+SBAS,38.92056611,282.9337234,58.924,1112162.138,-4842854.667,3985497.066,ROBOT,IGS / IGS Multi-GNSS,CDDIS,40451S009,EXTERNAL H-MASER,U.S. Naval Observatory,2
USP100FJI,FJ,PANDA PD51A,HXCCGX601A,HXCS,GPS+GLO+GAL+BDS,-18.14908611,178.4463722,70.6,-6060627.284,164379.897,-1974093.219,ROBOT,IGS / IGS Multi-GNSS / RTS,WHU,50801M004,INTERNAL,Beihang University,42
USUD00JPN,JP,SEPT POLARX5,AOAD/M_T,JPLA,GPS+GLO+GAL+BDS+QZSS,36.13311025,138.3620436,1508.6193,-3855263.036,3427432.557,3741020.293,,IGS20 / IGS Multi-GNSS / IGS / RTS,JPL,21729S007,EXTERNAL CESIUM,Jet Propulsion Laboratory,2
UTQI00USA,US,JAVAD TR_G3TH,JAV_GRANT-G3T,NONE,GPS+GLO+GAL,71.32275556,-156.6150167,12.1,-1880399.922,-813136.6979,6019921.574,ROBOT,IGS / IGS Multi-GNSS / RTS,CDDIS,49508M002,INTERNAL,GeoForschungsZentrum,2
UZHL00UKR,UA,NOV OEMV3,NOV702GG,NONE,GPS+GLO,48.632,22.2976,232,3907587.665,1602428.534,4763783.686,ROBOT,IGS08 / IGS14 / IGS,BKG,12301M001,INTERNAL,Main Astronomical Observatory of Ukraine,
VACS00MUS,MU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-20.29709108,57.49703664,420.4,3215946.33,5047448.47,-2198719.6,ROBOT,IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,JPL,39003M001,INTERNAL,Jet Propulsion Laboratory,2
VALD00CAN,CA,TPS NET-G5,TPSCR.G3,NONE,GPS+GLO,48.09705833,-77.56416667,312.8,919075.83,-4167766.23,4724323.53,ROBOT,IGS20 / IGS / RTS,CDDIS,40156M001,INTERNAL,Natural Resources Canada,2
VILL00ESP,ES,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+SBAS,40.44359167,-3.951980556,647.4,4849833.874,-335049.255,4116014.809,ROBOT,IGS08 / IGS Multi-GNSS / IGS / RTS,CDDIS,13406M001,EXTERNAL CESIUM,ESA/ESOC,2
VIS000SWE,SE,SEPT POLARX5,AOAD/M_T,OSOD,GPS+GLO+GAL+BDS+SBAS,57.65386667,18.36731111,79.8,3246470.561,1077900.313,5365277.902,,IGS20 / IGS Multi-GNSS / IGS / RTS,BKG,10423M001,INTERNAL,Lantmateriet the Swedish mapping authority,2
VNDP00USA,US,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+SBAS,34.55631111,-120.61645,-11.5,-2678090.116,-4525437.395,3597431.737,ROBOT,IGS08 / IGS14 Core / IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,CDDIS,40420M007,INTERNAL,UNAVCO,2
VOIM00MDG,MG,JAVAD TR_G3TH,JAV_RINGANT_G3T,NONE,GPS+GLO+GAL,-21.9063,46.79327222,1163.3,4054014.146,4316070.229,-2365224.017,CHAMBER,IGS20 / IGS Multi-GNSS / IGS,CDDIS,33303M001,INTERNAL,GeoForschungsZentrum,2
WAB200CHE,CH,SEPT POLARX5TR,SEPCHOKE_B3E6,SPKE,GPS+GAL,46.92374722,7.46425,611,4327318,566956,4636426,ROBOT,IGS,BKG,14014M002,EXTERNAL UTC(CH) Master Clock,Swiss Federal Office of Metrology and Accreditatio,2
WARK00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-36.43441111,174.6627806,111.3,-5115333.23,477886.9079,-3767147.473,ROBOT,IGS Multi-GNSS / IGS / RTS,CDDIS,50243M001,EXTERNAL H-MASER,GNS Science,2
WARN00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,54.16978889,12.10142778,50.7,3658785.6,784471.1,5147870.7,ROBOT,IGS20 / IGS / RTS / IGS Multi-GNSS,BKG,14277M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
WDC500USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,38.92056389,-77.06631667,59,1112158.868,-4842855.614,3985496.946,ROBOT,IGS,CDDIS,40451S010,EXTERNAL H-MASER,National Geospatial-Intelligence Agency,3
WDC600USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,38.92056389,-77.06631667,59,1112158.868,-4842855.614,3985496.946,ROBOT,IGS,CDDIS,40451S010,EXTERNAL H-MASER,National Geospatial-Intelligence Agency,3
WES200USA,US,TRIMBLE ALLOY,TWIVC6150,SCIS,GPS+GLO+GAL,42.61333611,-71.49332778,85,1492233.247,-4458089.489,4296046.035,ROBOT,IGS08 / IGS14 / IGS,https://geodesy.noaa.gov/corsdata/,40440S020,EXTERNAL H-MASER,National Geodetic Survey,2
WGTN00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-41.32345639,174.8058931,26.06,-4777269.46,434270.155,-4189484.491,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,50208M003,INTERNAL,GNS Science,2
WHC100USA,US,TPS NET-G3A,TPSCR.G3,SCIS,GPS+GLO,33.97988611,-118.0311694,94.25,-2488199.324,-4673487.152,3544649.264,ROBOT,RTS / IGS,CDDIS,40461M001,INTERNAL,USGS,3
WHIT00CAN,CA,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL,60.7505,-135.2221,1427,-2218337.85,-2201205.06,5543057.57,ROBOT,IGS08 / IGS08 Core / IGS14 Core / IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,CDDIS,40136M001,INTERNAL,Natural Resources Canada,2
WIDC00USA,US,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+SBAS,33.93475833,-116.3917806,445.04,-2354850.17,-4745524.01,3540693.1,ROBOT,RTS / IGS,CDDIS,49917M001,INTERNAL,USGS,3
WILL00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,52.2369,-122.1678,1096,-2084258.016,-3313872.98,5019853.081,ROBOT,IGS08 / IGS14 Core / IGS14 / IGS20 / IGS Multi-GNSS / IGS,PGC,40134M001,INTERNAL,Geological Survey of Canada,2
WIND00NAM,NA,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-22.57491944,17.08943056,1734.7,5633708.78,1732017.696,-2433985.803,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,CDDIS,31101M001,INTERNAL,GeoForschungsZentrum,2
WLSN00USA,US,SEPT POLARX5,TWIVC6150,NONE,GPS+GLO+GAL+SBAS,34.22612222,-118.0559139,1705.26,-2483640.949,-4660072.843,3568172.195,ROBOT,IGS,CDDIS,40400M101,INTERNAL,USGS,2
WROC00POL,PL,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,51.11326389,17.06202778,180.3,3835751,1177249,4941605,ROBOT,IGS Multi-GNSS / IGS / RTS,BKG,12217M001,INTERNAL,Wroclaw University of Environmental and Life Scien,2
WSRT00NLD,NL,SEPT POLARX5,AOAD/M_T,DUTD,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.9146,6.6045,86,3828739,443305,5064887,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,DUT,13506M005,INTERNAL,Delft University of Technology,2
WTZ300DEU,DE,JAVAD TRE_G3TH DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+SBAS,49.14477778,12.87863889,663.4,4075535.3,931822.185,4801608.915,ROBOT,IGS Multi-GNSS / IGS / RTS,BKG,14201M015,EXTERNAL H-MASER EFOS 39,DLR German Space Operations Center,
WTZA00DEU,DE,SEPT POLARX2,ASH700936C_M,SNOW,GPS,49.144225,12.8789,665.9,4075578.494,931852.658,4801569.946,ROBOT,IGS,BKG,14201M013,EXTERNAL CESIUM,Bundesamt fuer Kartographie und Geodaesie,2
WTZR00DEU,DE,LEICA GR50,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,49.14419722,12.87890833,666,4075580.685,931853.66,4801568.054,ROBOT,IGS08 / IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,BKG,14201M010,EXTERNAL H-MASER EFOS 18,Bundesamt fuer Kartographie und Geodaesie,2
WTZS00DEU,DE,SEPT POLARX5TR,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,49.14478611,12.878625,663.4,4075535.3,931822.185,4801608.915,ROBOT,IGS Multi-GNSS / IGS,BKG,14201M015,EXTERNAL CESIUM,Bundesamt fuer Kartographie und Geodaesie,2
WTZZ00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,49.14421389,12.87890556,665.9,4075579.269,931853.281,4801569.136,ROBOT,IGS Multi-GNSS / IGS / RTS,BKG,14201M014,EXTERNAL H-MASER EFOS 18,Bundesamt fuer Kartographie und Geodaesie,49
WUH200CHN,CN,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,30.5317,114.3573,25.8,-2267749,5009154,3221290,ROBOT,IGS Multi-GNSS / RTS / IGS,CDDIS,21602M007,INTERNAL,GeoForschungsZentrum,2
WUHN00CHN,CN,TRIMBLE NETR9,TRM59800.00C,ENCL,GPS+GLO+BDS,30.53165278,114.3572611,28.2,-2267750.266,5009156.142,3221291.898,,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS Multi-GNSS / IGS,ftp://geodesy.noaa.gov/cors,21602M001,EXTERNAL RUBIDIUM CLOCK STEERED BY GPS,Wuhan University,2
WUTH00NOR,NO,SEPT POLARX5S,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,77.00251111,15.53860556,52.2,1386490.169,385514.005,6192887.206,ROBOT,IGS / IGS Multi-GNSS,BEV,81301M001,INTERNAL,Warsaw University of Technology,2
XMIS00AUS,AU,TRIMBLE NETR9,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,-10.44995833,105.6885056,261.5,-1696344.753,6039590.011,-1149275.082,ROBOT,IGS14 Core / IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,GA,50183M001,INTERNAL,Geoscience Australia,2
YAKT00RUS,Russian Federation,JAVAD TRE_3N DELTA,ASH701933B_M,SCIS,GPS+GLO,62.03096111,129.6803,103.37,-1914998.836,2308241.52,5610225.578,,IGS14 Core / IGS14 / IGS20 / IGS,CDDIS,12353M002,EXTERNAL CESIUM,RDAAC,
YAR200AUS,AU,TRIMBLE ALLOY,AOAD/M_T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-29.04654722,115.3469833,241.3,-2389026.609,5043317.054,-3078529.553,ROBOT,IGS14 Core / IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,GA,50107M004,INTERNAL,Geoscience Australia,2
YAR300AUS,AU,SEPT POLARX5,LEIAR25,NONE,GPS+GLO+GAL+BDS+QZSS,-29.04648889,115.3471583,242.4,-2389043.765,5043313.583,-3078524.387,ROBOT,IGS / RTS / IGS Multi-GNSS,GA,50107M008,INTERNAL,Geoscience Australia,2
YARR00AUS,AU,SEPT POLARX5,LEIAT504,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-29.04658056,115.3469806,241.3,-2389025.573,5043315.536,-3078532.971,ROBOT,IGS08 / IGS / IGS Multi-GNSS / RTS,GA,50107M006,INTERNAL,Geoscience Australia,2
YEBE00ESP,ES,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,40.52489722,-3.088630556,972.8,4848724.95,-261632.509,4123093.952,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,BKG,13420M001,EXTERNAL H-MASER,Instituto Geografico Nacional,2
YEL200CAN,CA,SEPT POLARX5TR,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+SBAS,62.48132114,-114.4808464,181.008,-1224441.982,-2689174.649,5633660.376,ROBOT,IGS Multi-GNSS / IGS / RTS,IGN,40127M006,EXTERNAL VCH-1008 MASER,Centre National d'Etudes Spatiales+ Natural Resources Canada,2
YELL00CAN,CA,JAVAD TRE_3N DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,62.4809,-114.4807,181,-1224452.4,-2689216,5633638.2,ROBOT,IGS08 / IGS14 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,40127M003,EXTERNAL MASER,Natural Resources Canada,2
YIBL00OMN,OM,TRIMBLE NETR9,ASH701945C_M,NONE,GPS+GLO,22.18645833,56.11233333,95.1,3294552.811,4905092.434,2393579.637,ROBOT,IGS08 / IGS14 Core / IGS08 Core / IGS14 / IGS20 / IGS,CDDIS,25001M001,INTERNAL,Petrolium Development Oman,34
YKRO00CIV,Cote d'Ivorie,JAVAD TRE_3 DELTA,ASH701945C_M,NONE,GPS+GLO+GAL+BDS,6.870560278,-5.240092972,270,6306439.897,-578380.783,757956.481,ROBOT,IGS Multi-GNSS / IGS,JPL,32601M001,INTERNAL,Jet Propulsion Laboratory,2
YONS00KOR,KR,TRIMBLE ALLOY,TRM159900.00,SCIS,GPS+GLO+GAL,37.54112222,127.0013444,96.849,-3047506.741,4043980.58,3865243.01,ROBOT,IGS,CDDIS,23906M001,INTERNAL,Seoul Metropolitan Government,2
YSSK00RUS,Russian Federation,JAVAD TRE_3N DELTA,ASH701933B_M,DOME,GPS+GLO,47.02973611,142.7167194,91.2887,-3465320.847,2638269.382,4644085.485,,IGS14 / IGS20 / IGS,CDDIS,12329M003,INTERNAL,RDAAC,
ZAMB00ZMB,ZM,JAVAD TRE_3 DELTA,AOAD/M_T,NONE,GPS+GLO+GAL+BDS,-15.42554081,28.31101236,1324.9144,5415353.011,2917209.914,-1685888.865,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS,JPL,34601M001,INTERNAL,Jet Propulsion Laboratory,2
ZECK00RUS,RU,JAVAD TRE_3 DELTA,JAVRINGANT_DM,JVDM,GPS+GLO+GAL,43.78839167,41.56506667,1167,3451175.15,3060335.95,4391955.97,ROBOT,IGS08 / IGS14 / IGS20 / IGS Multi-GNSS / IGS,BKG,12351M001,EXTERNAL H-MASER VCH-1003M,Institute of Applied Astronomy RAS,2
ZIM200CHE,CH,TRIMBLE NETR9,TRM59800.00,NONE,GPS+GLO+GAL+BDS,46.87709167,7.465027778,956.5,4331300.16,567537.081,4633133.51,ROBOT,IGS14 / IGS20 / IGS Multi-GNSS / IGS / RTS,BKG,14001M008,INTERNAL,Swiss Federal Office of Topography,2
ZIM300CHE,CH,TRIMBLE NETR9,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,46.87709167,7.465027778,956.5,4331300.16,567537.081,4633133.51,ROBOT,IGS Multi-GNSS / IGS,BKG,14001M008,INTERNAL,Swiss Federal Office of Topography,2
ZIMM00CHE,CH,TRIMBLE NETR9,TRM29659.00,NONE,GPS,46.87709444,7.465272222,956.4,4331297.348,567555.639,4633133.728,ROBOT,IGS08 / IGS14 / IGS20 / IGS,BKG,14001M004,INTERNAL,Swiss Federal Office of Topography,2
